UID,Study_ID,Dependent_Variable,Study ,Short_name,Publication_Year,Effect_size,Standard_error,Lower_CI,Upper_CI,Sample_size,Covariates ,T_value,PCC,Standardised_effect_size,Standarised_se,var,Precision,Standardised_T,weights,Control_gender,Control_race,Control_income,Control_education,Homicide,Violent,Non_Violent,Both,Area_dummy,OLS,ML,Odds_Ratio,Panel_dummy,Endogeneity,North_America,Europe,Direct_Lead_Measure,Rep_estimate,Elasticity,Elasticity_SE
60,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.8980025,0.5231885,,,17191,874,1.716403361,0.013435691,0.013436499,0.007827817,6.13E-05,127.7495442,1.716403361,16319.94604,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.157544298,0.091787456
61,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.7688456,0.4488552,,,17191,874,1.712903404,0.013408299,0.013409102,0.007827819,6.13E-05,127.7494972,1.712903404,16319.93404,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.134885193,0.078746526
62,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.6528014,0.3861573,,,17191,874,1.690506434,0.01323301,0.013233783,0.007827838,6.13E-05,127.7491989,1.690506434,16319.85781,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.114526561,0.067746895
63,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.7752466,0.4999162,,,17191,874,1.550753106,0.012139212,0.012139808,0.007827946,6.13E-05,127.7474259,1.550753106,16319.40484,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.136008175,0.087704596
64,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.7002382,0.4946689,,,17191,874,1.415569485,0.011081138,0.011081592,0.007828043,6.13E-05,127.7458564,1.415569485,16319.00384,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.122848807,0.086784018
65,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.6583998,0.4780991,,,17191,874,1.377119932,0.010780189,0.010780607,0.007828068,6.13E-05,127.7454362,1.377119932,16318.89646,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.115508737,0.083877035
66,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.6059989,0.4449261,,,17191,874,1.362021468,0.010662011,0.010662415,0.007828078,6.13E-05,127.7452743,1.362021468,16318.8551,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.106315596,0.078057211
67,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.6216214,0.5194268,,,17191,874,1.19674495,0.009368334,0.009368609,0.00782818,6.13E-05,127.743619,1.19674495,16318.4322,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.109056386,0.091127509
68,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.384332,0.4404745,,,17191,874,0.872540862,0.006830547,0.006830653,0.007828341,6.13E-05,127.7409931,0.872540862,16317.76133,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.067426667,0.077276228
69,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.1879641,0.43777733,,,17191,874,0.429360058,0.003361236,0.003361249,0.007828479,6.13E-05,127.7387347,0.429360058,16317.18435,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.032976158,0.07680304
70,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.1460108,0.4758169,,,17191,874,0.306863417,0.00240228,0.002402285,0.007828501,6.13E-05,127.7383817,0.306863417,16317.09417,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.02561593,0.083476649
71,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.1350133,0.4801655,,,17191,874,-0.28118076,-0.002201225,-0.002201228,0.007828504,6.13E-05,127.7383226,-0.28118076,16317.07906,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,-0.023686544,0.084239561
72,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.0794318,0.5353958,,,17191,874,-0.148360895,-0.001161446,-0.001161446,0.007828518,6.13E-05,127.7380993,-0.148360895,16317.02201,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,-0.013935404,0.093929088
73,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.0567245,0.4904725,,,17191,874,-0.115652763,-0.00090539,-0.00090539,0.00782852,6.13E-05,127.7380655,-0.115652763,16317.01338,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,-0.009951667,0.086047807
74,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.0340924,0.4562216,,,17191,874,-0.07472772,-0.000585008,-0.000585008,0.007828522,6.13E-05,127.738035,-0.07472772,16317.00558,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,-0.005981123,0.080038877
75,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.294,0.238,,,10055,874,13.84033613,0.142961021,0.14394708,0.010329303,0.000106694,96.81195641,13.84033613,9372.554904,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.278545263,0.020125614
76,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,6.014,1.192,,,1252,877,5.045302013,0.252121724,0.25767727,0.049971582,0.002497159,20.01137358,5.045302013,400.4550724,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.508552281,0.100797193
77,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,5.962,1.205,,,1252,877,4.947717842,0.247546877,0.252797852,0.050032537,0.002503255,19.98699357,4.947717842,399.4799118,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.504155088,0.101896491
78,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,5.15,0.394,,,10058,424,13.07106599,0.132005027,0.132779888,0.010099025,0.00010199,99.0194565,13.07106599,9804.852766,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.435491228,0.033317193
79,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,4.553,0.443,,,10058,548,10.27765237,0.104810562,0.105196902,0.010197909,0.000103997,98.05931949,10.27765237,9615.630138,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.38500807,0.037460702
80,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.294,0.464,,,10058,703,7.099137931,0.073201003,0.073332171,0.010311252,0.000106322,96.98142997,7.099137931,9405.397759,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.278545263,0.039236491
81,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.43,0.681,,,7280,703,5.03671072,0.061986502,0.062066076,0.012306941,0.000151461,81.25495957,5.03671072,6602.368455,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.290045614,0.057586316
82,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.435,0.523,,,10055,703,2.743785851,0.02836111,0.028368718,0.010336488,0.000106843,96.74465546,2.743785851,9359.528361,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.121345614,0.044225614
83,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.398,0.541,,,10009,703,2.584103512,0.02677766,0.026784063,0.010362456,0.000107381,96.50221547,2.584103512,9312.677591,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.118216842,0.045747719
84,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,7.183,1.167,,,1256,424,6.155098543,0.208691149,0.211802505,0.033905411,0.001149577,29.49381695,6.155098543,869.8852381,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.607404561,0.098683158
85,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,5.633,1.311,,,1256,548,4.296720061,0.159415545,0.160786943,0.037101683,0.001376535,26.95295537,4.296720061,726.4618033,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.476334386,0.11086
86,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.978,1.377,,,1256,703,2.888888889,0.121931424,0.122541135,0.042207031,0.001781434,23.69273473,2.888888889,561.345679,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.336385263,0.116441053
87,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.773,1.52,,,10089,424,1.166447368,0.011864069,0.011864625,0.010171114,0.000103452,98.31765152,1.166447368,9666.360599,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.149927368,0.128533333
88,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,2.89,1.826,,,10089,424,1.582694414,0.016096812,0.016098202,0.010170512,0.000103439,98.32347086,1.582694414,9667.504922,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.244382456,0.154409123
89,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.746,1.777,,,10089,424,0.419808666,0.004270183,0.004270209,0.010171737,0.000103464,98.3116282,0.419808666,9665.176239,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.063082807,0.150265614
90,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-1.105,1.551,,,10089,424,-0.712443585,-0.007246664,-0.007246791,0.010171562,0.000103461,98.31331332,-0.712443585,9665.507576,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.093440351,0.131154737
91,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-4.288,1.399,,,10089,424,-3.065046462,-0.031161989,-0.031172081,0.010166889,0.000103366,98.35849994,-3.065046462,9674.39451,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.362599298,0.118301404
92,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.19,2.161,,,10089,424,-0.087922258,-0.00089433,-0.00089433,0.010171825,0.000103466,98.31077118,-0.087922258,9665.00773,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.016066667,0.182737193
93,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-1.857,1.498,,,10089,424,-1.23965287,-0.012608535,-0.012609203,0.010171021,0.00010345,98.31854728,-1.23965287,9666.536739,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.157030526,0.126672982
94,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.437,0.581,,,20173,703,-0.752151463,-0.005390338,-0.00539039,0.00716656,5.14E-05,139.5369691,-0.752151463,19470.56573,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.036953333,0.049130175
95,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,5.063,0.709,,,20173,703,7.141043724,0.05111057,0.051155145,0.007157297,5.12E-05,139.7175526,7.141043724,19520.99451,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.428134386,0.059954035
96,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.62,0.514,,,7394,703,-1.206225681,-0.014744697,-0.014745765,0.012223829,0.000149422,81.80742619,-1.206225681,6692.45498,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.05242807,0.043464561
97,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.042,0.236,,,7394,703,-0.177966102,-0.002175659,-0.002175662,0.012225129,0.000149454,81.79872659,-0.177966102,6691.031672,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.003551579,0.019956491
98,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.91,0.271,,,7394,703,7.04797048,0.085844489,0.086056297,0.01218003,0.000148353,82.1016071,7.04797048,6740.673888,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.161512281,0.02291614
99,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.553,0.458,,,10038,703,1.207423581,0.01249593,0.01249658,0.010349251,0.000107107,96.62534798,1.207423581,9336.457872,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.046762456,0.038729123
100,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.689,0.468,,,10038,703,3.608974359,0.037327067,0.037344418,0.010342846,0.000106974,96.68518344,3.608974359,9348.024696,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.142824211,0.039574737
101,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,2.071,0.547,,,20173,703,3.786106033,0.027123766,0.02713042,0.007164027,5.13E-05,139.586298,3.786106033,19484.3346,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.175126667,0.046255088
102,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,1.998,0.545,,,10038,703,3.666055046,0.037916602,0.037934788,0.010342617,0.00010697,96.68733092,3.666055046,9348.43996,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.168953684,0.046085965
103,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,7.145,0.987,,,1260,424,7.239108409,0.242873236,0.247825204,0.033550159,0.001125613,29.80611834,7.239108409,888.4046906,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.604191228,0.083462105
104,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,6.23,1.381,,,925,425,4.511223751,0.197763488,0.200403935,0.043838102,0.001921779,22.81120645,4.511223751,520.3511397,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.526817544,0.116779298
105,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.097,0.217,,,9758,703,14.2718894,0.14832241,0.149424672,0.010392626,0.000108007,96.22207037,14.2718894,9258.686827,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.261886667,0.018349825
106,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.333,0.279,,,9758,704,11.94623656,0.124570384,0.125220803,0.010427584,0.000108735,95.89949201,11.94623656,9196.712568,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.281843158,0.023592632
107,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,2.17,0.321,,,10058,704,6.760124611,0.069726477,0.069839806,0.010314377,0.000106386,96.95204632,6.760124611,9399.699285,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.183498246,0.027144211
108,4,Homicide,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.00932,0.00571,,,10058,704,1.632224168,0.016874048,0.01687565,0.01033807,0.000106876,96.72985142,1.632224168,9356.664156,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0.049913778,0.030580222
109,4,Rape,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.148,0.025,,,10058,704,5.92,0.061095745,0.061171933,0.010320227,0.000106507,96.8970918,5.92,9389.0464,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.198155556,0.033472222
110,4,Robbery,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.557,0.193,,,10058,704,2.886010363,0.02982675,0.0298356,0.010334942,0.000106811,96.75912906,2.886010363,9362.329056,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0.126638679,0.043880189
111,4,Assault,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,4.247,0.462,,,10058,704,9.192640693,0.094621252,0.094905165,0.010293152,0.000105949,97.15196675,9.192640693,9438.504643,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.65821672,0.071602572
112,4,Burglary,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-1.83,1.35,,,10058,704,-1.355555556,-0.014014448,-0.014015365,0.010338527,0.000106885,96.72557847,-1.355555556,9355.837531,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,-0.055897338,0.041235741
113,4,Larceny,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-2.072,1.656,,,10058,704,-1.251207729,-0.012935833,-0.012936554,0.010338677,0.000106888,96.72417237,-1.251207729,9355.565521,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,-0.026653429,0.021302162
114,4,Property Crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-3.783,3.313,,,10058,704,-1.141865379,-0.011805543,-0.011806091,0.010338822,0.000106891,96.72281973,-1.141865379,9355.303857,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,-0.04866309,0.042617187
115,4,Motor vehicle theft,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,0.119,0.526,,,10058,704,0.226235741,0.002339168,0.002339172,0.010339514,0.000106906,96.71634393,0.226235741,9354.051183,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0.001530771,0.006766266
116,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,3.14,0.215,,,10058,703,14.60465116,0.149304842,0.150429352,0.010223102,0.000104512,97.81766628,14.60465116,9568.295836,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.265522807,0.018180702
117,4,Violent crime,"Curci, F., & Masera, F. (n.d.). FLIGHT FROM URBAN BLIGHT: LEAD POISONING, CRIME AND SUBURBANIZATION. Retrieved from http://www.ieb.ub.edu",Curci & Masera (2018),2018,-0.24,0.582,,,10043,703,-0.412371134,-0.004266884,-0.00426691,0.010347194,0.000107064,96.6445552,-0.412371134,9340.17005,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.020294737,0.049214737
